0.771159       	0.870156       	0.285252       	0.828123       	1.461634       	0.828123       	0.285252       	0.870156       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	1.461634       	0.575045       	-0.200657      	0.996662       	2.076379       	0.996662       	-0.200657      	0.575045       	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	
0.870156       	0.771159       	0.870156       	0.285252       	0.828123       	1.461634       	0.828123       	0.285252       	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	0.575045       	1.461634       	0.575045       	-0.200657      	0.996662       	2.076379       	0.996662       	-0.200657      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	
0.285252       	0.870156       	0.771159       	0.870156       	0.285252       	0.828123       	1.461634       	0.828123       	-0.575298      	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.200657      	0.575045       	1.461634       	0.575045       	-0.200657      	0.996662       	2.076379       	0.996662       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-1.618523      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-0.575298      	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	
0.828123       	0.285252       	0.870156       	0.771159       	0.870156       	0.285252       	0.828123       	1.461634       	-0.078445      	-0.575298      	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.996662       	-0.200657      	0.575045       	1.461634       	0.575045       	-0.200657      	0.996662       	2.076379       	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.078445      	-0.575298      	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	
1.461634       	0.828123       	0.285252       	0.870156       	0.771159       	0.870156       	0.285252       	0.828123       	0.575045       	-0.078445      	-0.575298      	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	0.996662       	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	2.076379       	0.996662       	-0.200657      	0.575045       	1.461634       	0.575045       	-0.200657      	0.996662       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	
0.828123       	1.461634       	0.828123       	0.285252       	0.870156       	0.771159       	0.870156       	0.285252       	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.870156       	0.307144       	-0.575298      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-1.618523      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.996662       	2.076379       	0.996662       	-0.200657      	0.575045       	1.461634       	0.575045       	-0.200657      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.978485      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.870156       	0.307144       	-0.575298      	
0.285252       	0.828123       	1.461634       	0.828123       	0.285252       	0.870156       	0.771159       	0.870156       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.870156       	0.307144       	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-0.200657      	0.996662       	2.076379       	0.996662       	-0.200657      	0.575045       	1.461634       	0.575045       	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.078445      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.575298      	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.870156       	0.307144       	
0.870156       	0.285252       	0.828123       	1.461634       	0.828123       	0.285252       	0.870156       	0.771159       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.870156       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.285252       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.828123       	0.575045       	-0.200657      	0.996662       	2.076379       	0.996662       	-0.200657      	0.575045       	1.461634       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.828123       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.285252       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.870156       	
0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.771159       	0.870156       	0.285252       	0.828123       	1.461634       	0.828123       	0.285252       	0.870156       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.307144       	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	1.461634       	0.575045       	-0.200657      	0.996662       	2.076379       	0.996662       	-0.200657      	0.575045       	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.078445      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.575298      	
0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	0.870156       	0.771159       	0.870156       	0.285252       	0.828123       	1.461634       	0.828123       	0.285252       	0.307144       	0.870156       	0.307144       	-0.575298      	-0.078445      	0.575045       	-0.078445      	-0.575298      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	0.575045       	1.461634       	0.575045       	-0.200657      	0.996662       	2.076379       	0.996662       	-0.200657      	-0.078445      	0.828123       	-0.078445      	-0.978485      	0.018935       	0.996662       	0.018935       	-0.978485      	-0.575298      	0.285252       	-0.575298      	-1.618523      	-0.978485      	-0.200657      	-0.978485      	-1.618523      	
